index,resist,a,b,m,n,ip,resError,phaseError,K,app,irecip,reciprocalErrRel,recipError,recipMean,reci_IP_err
1.0,-188.5451065,1 72,1 65,1 71,1 1,,,,7.525910034924181,-1418.9735090441986,0,,,-188.5451065,
2.0,-236.3398836,1 72,1 65,1 71,1 2,,,,7.525488105557298,-1778.5729829005963,0,,,-236.3398836,
3.0,-312.6539095,1 72,1 65,1 71,1 3,,,,7.525046680883054,-2352.7352639480855,0,,,-312.6539095,
4.0,-407.9552916,1 72,1 65,1 71,1 4,,,,7.5245845407124206,-3069.6940804751875,0,,,-407.9552916,
5.0,-547.483433,1 72,1 65,1 71,1 5,,,,7.524100367846867,-4119.320299625366,0,,,-547.483433,
6.0,-781.7746962,1 72,1 65,1 71,1 6,,,,7.523592738670759,-5881.754427606858,0,,,-781.7746962,
7.0,-1275.965943,1 72,1 65,1 71,1 7,,,,7.523060112661563,-9599.168490897897,0,,,-1275.965943,
8.0,-2566.284967,1 72,1 65,1 71,1 8,,,,7.522500820673164,-19304.880770338703,0,,,-2566.284967,
9.0,-156.8370879,1 72,1 65,1 71,1 9,,,,7.521913051825442,-1179.7149384853042,0,,,-156.8370879,
10.0,-202.7494036,1 72,1 65,1 71,1 10,,,,7.5212948388072975,-1524.9380428679376,0,,,-202.7494036,
11.0,-274.6863112,1 72,1 65,1 71,1 11,,,,7.520644041369752,-2065.8179695721174,0,,,-274.6863112,
12.0,-363.6404669,1 72,1 65,1 71,1 12,,,,7.51995832774975,-2734.5611573714623,0,,,-363.6404669,
13.0,-484.6272725,1 72,1 65,1 71,1 13,,,,7.51923515372265,-3644.026423834726,0,,,-484.6272725,
14.0,-684.7168163,1 72,1 65,1 71,1 14,,,,7.518471738930912,-5148.0240325222985,0,,,-684.7168163,
15.0,-948.0563189,1 72,1 65,1 71,1 15,,,,7.51766504007633,-7127.169844617986,0,,,-948.0563189,
16.0,-1256.584747,1 72,1 65,1 71,1 16,,,,7.51681172049155,-9445.51095404051,0,,,-1256.584747,
17.0,-101.8616576,1 72,1 65,1 71,1 17,,,,7.515908115520665,-765.5828590162272,0,,,-101.8616576,
18.0,-152.8361472,1 72,1 65,1 71,1 18,,,,7.514950193035715,-1148.556033903475,0,,,-152.8361472,
19.0,-214.8227558,1 72,1 65,1 71,1 19,,,,7.513933508291611,-1614.1639031491661,0,,,-214.8227558,
20.0,-297.9666281,1 72,1 65,1 71,1 20,,,,7.512853152171809,-2238.57952116309,0,,,-297.9666281,
21.0,-402.856208,1 72,1 65,1 71,1 21,,,,7.511703691694722,-3026.1364648557364,0,,,-402.856208,
22.0,-541.5887645,1 72,1 65,1 71,1 22,,,,7.510479101428526,-4067.5910973457458,0,,,-541.5887645,
23.0,-694.2299592,1 72,1 65,1 71,1 23,,,,7.509172684190236,-5213.092646171142,0,,,-694.2299592,
24.0,-864.9904671,1 72,1 65,1 71,1 24,,,,7.507776979070689,-6494.155516008983,0,,,-864.9904671,
25.0,-28.41614459,1 72,1 65,1 71,1 25,,,,7.506283654414926,-213.2996416574081,0,,,-28.41614459,
26.0,-81.95607106,1 72,1 65,1 71,1 26,,,,7.504683382876283,-615.0543646098098,0,,,-81.95607106,
27.0,-139.0878971,1 72,1 65,1 71,1 27,,,,7.502965695025903,-1043.5717205345927,0,,,-139.0878971,
28.0,-210.7856432,1 72,1 65,1 71,1 28,,,,7.501118807202419,-1581.1281524957787,0,,,-210.7856432,
29.0,-298.8657596,1 72,1 65,1 71,1 29,,,,7.499129418283731,-2241.2330099340734,0,,,-298.8657596,
30.0,-401.6529849,1 72,1 65,1 71,1 30,,,,7.496982468793824,-3011.1853863340107,0,,,-401.6529849,
31.0,-513.9998391,1 72,1 65,1 71,1 31,,,,7.494660854142906,-3852.254473138523,0,,,-513.9998391,
32.0,-585.8017537,1 72,1 65,1 71,1 32,,,,7.492145081731756,-4388.911727853292,0,,,-585.8017537,
33.0,67.65145538,1 72,1 65,1 71,1 33,,,,7.489412858987701,506.6696798522047,0,,,67.65145538,
34.0,18.34383139,1 72,1 65,1 71,1 34,,,,7.486438595944928,137.3299673156021,0,,,18.34383139,
35.0,-41.91266925,1 72,1 65,1 71,1 35,,,,7.48319280146925,-313.64058482196157,0,,,-41.91266925,
36.0,-118.1577999,1 72,1 65,1 71,1 36,,,,7.47964134628904,-883.777965518587,0,,,-118.1577999,
37.0,-194.0361029,1 72,1 65,1 71,1 37,,,,7.475744558117355,-1450.564340332974,0,,,-194.0361029,
38.0,-266.6948648,1 72,1 65,1 71,1 38,,,,7.471456103615104,-1992.598975412765,0,,,-266.6948648,
39.0,-351.7098733,1 72,1 65,1 71,1 39,,,,7.466721597728649,-2626.119707103517,0,,,-351.7098733,
40.0,-420.746884,1 72,1 65,1 71,1 40,,,,7.461476861569028,-3139.393139543268,0,,,-420.746884,
41.0,189.1715627,1 72,1 65,1 71,1 41,,,,7.455645723351854,1410.3961524240422,0,,,189.1715627,
42.0,136.4640173,1 72,1 65,1 71,1 42,,,,7.449137219852086,1016.5391904399689,0,,,136.4640173,
43.0,56.08437545,1 72,1 65,1 71,1 43,,,,7.441842003676811,417.3710609737906,0,,,56.08437545,
44.0,-23.92178809,1 72,1 65,1 71,1 44,,,,7.433627687367397,-177.82566627715966,0,,,-23.92178809,
45.0,-97.73019143,1 72,1 65,1 71,1 45,,,,7.424332748089664,-725.5814607108208,0,,,-97.73019143,
46.0,-170.0080238,1 72,1 65,1 71,1 46,,,,7.413758459586104,-1260.3984246447656,0,,,-170.0080238,
47.0,-225.6434039,1 72,1 65,1 71,1 47,,,,7.4016580843738575,-1670.1353246620706,0,,,-225.6434039,
48.0,-281.7627474,1 72,1 65,1 71,1 48,,,,7.387722205559858,-2081.5849056665334,0,,,-281.7627474,
49.0,335.034872,1 72,1 65,1 71,1 49,,,,7.371558532546507,2469.7291693922266,0,,,335.034872,
50.0,275.7498729,1 72,1 65,1 71,1 50,,,,7.352663657337813,2027.4960689873512,0,,,275.7498729,
51.0,166.0056981,1 72,1 65,1 71,1 51,,,,7.330382858376184,1216.8853237450116,0,,,166.0056981,
52.0,68.61861776,1 72,1 65,1 71,1 52,,,,7.303851772876419,501.18021297870536,0,,,68.61861776,
53.0,-13.73333953,1 72,1 65,1 71,1 53,,,,7.271909898664698,-99.8676076699302,0,,,-13.73333953,
54.0,-81.50908028,1 72,1 65,1 71,1 54,,,,7.232969132683476,-589.5526616986594,0,,,-81.50908028,
55.0,-144.7922358,1 72,1 65,1 71,1 55,,,,7.184808310900424,-1040.304459129694,0,,,-144.7922358,
56.0,-177.9881639,1 72,1 65,1 71,1 56,,,,7.1242416081406335,-1268.0306830129346,0,,,-177.9881639,
57.0,554.6421938,1 72,1 65,1 71,1 57,,,,7.0465629613229,3908.3211396179577,0,,,554.6421938,
58.0,439.6519254,1 72,1 65,1 71,1 58,,,,6.944573234251121,3053.1949935198104,0,,,439.6519254,
59.0,292.9478301,1 72,1 65,1 71,1 59,,,,6.806784082777885,1994.0326270090002,0,,,292.9478301,
60.0,152.236549,1 72,1 65,1 71,1 60,,,,6.613879270715354,1006.8741556763422,0,,,152.236549,
61.0,62.5005075,1 72,1 65,1 71,1 61,,,,6.331148553799277,395.69999767034585,0,,,62.5005075,
62.0,-14.04582664,1 72,1 65,1 71,1 62,,,,5.8904862254808625,-82.73674834841215,0,,,-14.04582664,
63.0,-69.93521504,1 72,1 65,1 71,1 63,,,,5.140787978601479,-359.52211275854137,0,,,-69.93521504,
64.0,-104.4653854,1 72,1 65,1 71,1 64,,,,3.677962131031953,-384.21973150485826,0,,,-104.4653854,
65.0,597.1545008,1 72,1 65,1 71,1 66,,,,3.7699111843077517,2251.2194313256323,0,,,597.1545008,
66.0,380.2730514,1 72,1 65,1 71,1 67,,,,5.543987035746694,2108.2288670054363,0,,,380.2730514,
67.0,221.0270086,1 72,1 65,1 71,1 68,,,,6.854383971468639,1515.003985009501,0,,,221.0270086,
68.0,123.0702117,1 72,1 65,1 71,1 69,,,,8.377580409572781,1031.030594539895,0,,,123.0702117,
69.0,43.73811996,1 72,1 65,1 71,1 70,,,,11.780972450961722,515.277586305619,0,,,43.73811996,
