PRD_MALM_11_080622,PRD_MALM2_11_080622,PRD_MALM_12_150622,PRD_MALM2_12_150622,PRD_MALM_13_150622,PRD_MALM2_13_150622,PRD_MALM_14_220622,PRD_MALM2_14_220622,PRD_MALM_15_220622,PRD_MALM2_15_220622,PRD_MALM_16_230622,PRD_MALM2_16_230622,PRD_MALM_17_230622,PRD_MALM2_17_230622,PRD_MALM_18_290622,PRD_MALM2_18_290622,PRD_MALM_19_290622,PRD_MALM2_19_290622,PRD_MALM_20_050722,PRD_MALM2_20_050722,PRD_MALM_21_050722,PRD_MALM2_21_050722,PRD_MALM_22_070722,PRD_MALM2_22_070722,PRD_MALM_23_110722,PRD_MALM2_23_110722,PRD_MALM_24_110722,PRD_MALM2_24_110722,PRD_MALM_25_120722,PRD_MALM2_25_120722
2.429751361114615e-36,3.815692730170795e-24,0.014782042479599041,4.0081403201669453e-35,0.013033753044394738,1.9400003140117907e-24,0.006739356331448118,3.0094931831917756e-05,0.005115900779715374,3.145814158919783e-37,0.0010627923302063648,5.868223940146203e-23,0.012175371289891143,3.183141063919909e-05,0.017539684923148877,3.3540052020126977e-22,0.008334109057954078,1.5412198696509338e-26,8.06543358459232e-24,1.5771448043462431e-30,5.610146218739286e-06,7.315048683020178e-30,3.2549617320703578e-21,4.7705801413364725e-28,0.012977585118743144,1.3868600549309312e-27,1.7418925879658146e-23,4.269675352548277e-23,0.0013316719003076609,1.319459636969454e-24
1.0344380331075205e-36,2.73622462934622e-23,0.006660278166154562,1.0758193139474453e-35,2.4151349251624716e-40,3.073892844505771e-25,0.007110785897802543,0.0001740800776894591,0.0004698449047161627,1.0281705743855936e-37,0.0012371131081465071,2.68522903660295e-23,0.00761646748174613,2.741317991833842e-05,0.0053884492233182155,2.6619508182242525e-22,0.006695284350663433,1.1444946594746283e-26,0.013557364840455607,7.127210262303977e-29,3.664858597622266e-06,2.1295877731107016e-30,0.005449927568246307,3.0222384667934992e-28,0.0031992588995061605,6.024714884073721e-21,1.0621131008576768e-21,3.72159286236434e-23,0.022472568336516414,8.147788624693141e-25
1.1023501134670499e-36,4.1053348012954373e-23,1.6596579790702144e-12,7.785203877915228e-36,2.941851034328416e-45,1.4466063487208872e-25,0.006050740103036198,0.0001592656459074921,4.539024543670022e-09,6.561650684643558e-38,0.00032428434984946194,1.9910541592025302e-23,0.0006997890765965216,3.121835044142617e-05,0.00014722378413477668,1.2892995029196089e-22,3.2049256054883903e-06,1.695535497557097e-26,2.602770206067654e-26,1.1613465639605647e-29,6.555113435583046e-07,1.4830601437460114e-30,3.3449017800779935e-27,8.0336283872010065e-28,1.3797641077046786e-34,2.94712574492323e-21,3.2460639572822967e-24,4.0800662559147283e-23,2.5105287528358412e-11,8.455056510845976e-25
7.356161148156021e-43,7.548153036661957e-26,4.1601008981030265e-11,1.4026728003866785e-26,9.015214955258267e-39,2.6904014233779965e-20,3.0525804713192644e-05,0.0003032751596246673,5.634194625606892e-07,1.0402221111687564e-27,1.7817984917658768e-09,1.702490073220051e-20,1.460831570115044e-07,4.099517277402369e-06,1.5711147769020886e-12,1.424337535869469e-29,5.6161056503282975e-06,1.8763033134336444e-25,7.399341584418059e-24,6.119866219761678e-33,0.004846398355914813,3.694106936214834e-25,1.5408141857363858e-17,3.7048875380419406e-25,0.007630408364469181,7.854651647076361e-22,9.464431591509038e-28,2.6590840724572933e-24,2.2594699772293966e-12,1.6174807924733888e-27
5.806958594752816e-35,3.0604979015942006e-25,0.024510134048313637,9.360038476057794e-26,0.014669769574570272,7.3573453769681e-20,0.012686237553517169,0.0003690358292820166,0.018122002193191693,9.956406848160806e-28,0.004228656804545422,2.146047428140064e-20,0.00601095237232656,3.5770861440024354e-06,0.0329414552500856,1.2801941439603484e-24,0.00806687295544276,3.7023050036905084e-25,0.0178608833159455,4.156051267941791e-32,0.008505432310114212,2.672458046614001e-25,0.01082093712763538,9.377058822237488e-25,0.0023769386753955198,4.097132186652942e-22,1.2143243346104049e-22,2.7322469023859342e-24,0.004496168693636726,3.77784226026229e-27
1.7570832100526317e-34,4.1894146179727895e-25,0.012828237452242418,1.8599388964137822e-30,0.0523498218427192,8.408470512364322e-21,0.030000404232328887,0.00018784465646416157,0.04608531480091118,6.107439826533426e-31,0.03609020209038573,4.8960804924342484e-23,0.03356191841235943,3.7787721227802656e-06,0.00870893027444598,1.2959932479474707e-25,0.019711042606951824,5.277352891516344e-25,0.02784615256208945,2.2638079794448477e-32,0.0032505629605564797,9.50436104570599e-26,0.023876565305547187,1.0662256137955495e-25,5.358220207487651e-32,7.24251051578964e-22,0.004783478627896337,9.1419277466725e-24,0.006898115986100895,1.3725586949608723e-26
3.1971875231926554e-41,6.83592568896683e-25,0.05737712905341585,1.3193792812420755e-32,9.77736578764568e-19,0.011065077217575443,0.021339243066106243,0.0002919250389899908,2.0602275114658183e-06,2.6738918276403138e-31,3.818773645643635e-12,7.365929127725635e-22,0.002792119352975774,3.3885233213526868e-06,0.03888924829901424,1.2248435311910511e-22,0.0008595066608777253,2.1430428542831673e-25,0.025137911798224815,3.449887583427893e-32,0.0004071503395041527,3.092201705225808e-26,0.0404004612774374,7.685715346649286e-26,0.03703397092956765,9.434353839572831e-22,0.020186456964180616,4.8864940162068384e-23,0.00799582629979304,1.380060388539115e-25
4.175608338242237e-35,7.465456189447955e-25,0.03147697842537869,1.0798576328107062e-34,0.029454641435146933,1.056757346668567e-20,0.029071781484554127,0.00022440633808083014,0.10939878580492945,6.7711633748431595e-34,0.08521417680744353,4.966206112998776e-22,0.06202490945798348,4.7756822153279875e-06,0.017245535568469948,1.924650547683043e-21,0.08429885991598667,5.859651591374034e-26,0.021628214576881438,1.2975060579691537e-31,0.0002489778428006515,2.742791403401897e-28,0.017246370136168743,3.629172461321359e-25,3.0044327549602494e-42,6.657762543149116e-21,0.03853811410787352,3.6348063622937033e-22,0.029392774628236366,1.1055093182056162e-24
1.9132136895053728e-36,1.7765767241981213e-24,0.027885923243945707,1.456301755205017e-37,0.05014932024048392,5.761575105403681e-25,0.04748029839575129,0.00013929511272691168,0.022992608253942788,5.519636178261452e-38,0.0962919842511935,1.6874006130828839e-22,0.04791021001613467,1.6829022110798562e-12,0.014508234694739162,6.850379995036915e-23,0.0006474386095952641,1.067101008838394e-32,0.0037038778707140846,7.884050363894774e-32,9.94813469981838e-05,3.9223550636407423e-28,1.3279467440870655e-30,1.2197768250151982e-22,0.06471525300348241,2.304491401868975e-20,0.02386366359607166,9.922811683270866e-22,0.06605448032291453,2.9301139712364447e-24
3.9213102172819715e-37,1.5396586924453825e-23,0.0060925680353556815,4.607080350246302e-37,7.268667880564365e-46,1.8174729344467626e-24,1.0569089916113645e-10,0.00010460752467721821,0.012425325982403427,3.1931825311690476e-38,0.026700904491142822,7.970881158686045e-26,0.00844380271643964,1.0294879182921482e-05,0.013987703301238432,3.2937340560350565e-24,0.0007793219783887021,5.9471762143649156e-27,1.384915272460662e-20,1.5035811270651766e-35,2.3949199598612095e-06,6.341052871838444e-29,0.012976434792231706,1.4094645568262267e-27,1.0159781642277508e-11,9.59996118947051e-21,0.012585728253407799,1.360483271550337e-22,0.01796365203808638,2.3542157802297405e-24
1.5702383345605541e-37,8.1542006586941e-24,0.008519700360714866,9.25392296480736e-38,1.5457435861358251e-41,9.413499615234326e-25,0.01178245084045529,0.00010994951955926256,0.005149934378602155,2.8022830377936254e-37,0.01049027766081346,4.981849966278559e-23,0.0009141817680341539,1.2640462526626712e-05,0.00014665392037733048,1.1808350098322627e-24,0.0003698475265356307,5.489510632591812e-27,0.021353376481809343,9.602418256539229e-32,1.0144632658565003e-05,1.6829490554620967e-29,0.013408408433544163,3.1672841685928744e-29,0.018330971440064087,2.1752519193764124e-25,8.268603602551902e-25,9.62991992158736e-23,0.0029999916204873542,2.1276332653902515e-24
6.017008996349796e-42,6.3933459847223284e-24,3.019128377235895e-06,2.481206155103993e-37,3.045064299416436e-41,5.131028784728969e-25,0.005157712611191427,4.6541476847344885e-11,0.005508241766393942,1.95947263694485e-37,0.0009480136650445225,5.0095340931142044e-23,0.0011737473838575553,1.6088744248872945e-05,3.8115511240748655e-11,2.8241460732154403e-24,6.174441013480572e-07,7.097330731759974e-27,1.1966823795257469e-34,5.764638218693715e-32,7.6728531286885e-06,9.546958678451879e-30,6.026149870376436e-26,2.2292154012677512e-27,3.163495012515809e-37,4.28631864097389e-21,2.1186624231466237e-24,1.7428541985244646e-27,0.002023945606467632,4.948577660340191e-25
3.6561715617185875e-35,1.3200454166509451e-25,9.688933770595982e-05,9.845144148707453e-29,4.063775173355628e-27,1.0308214776283672e-24,1.8815977734490134e-06,1.2091651782663265e-09,0.007572330440890829,2.2309245523902075e-36,0.001857161736985384,6.346089575906512e-22,0.0014254691607263274,2.285203262211168e-06,6.293453734693506e-11,3.2542134165972905e-26,6.698149462416058e-11,5.861732279646561e-32,2.463677572474104e-24,2.0536955331437827e-34,0.005952854286781464,1.7905265922379157e-25,4.565995613260443e-21,1.5730053569668634e-26,1.4445288427152143e-38,3.6388308555169e-22,2.0870788610360397e-26,2.119883474864724e-24,3.6082880030058317e-11,7.601872949571659e-34
4.608634427461725e-34,7.833711285043463e-24,6.125671324225411e-05,8.742217013822444e-29,3.814894501590473e-25,1.194543382007132e-20,0.02078484365385902,0.0001272604511610031,0.01155488269056578,2.1353484947658893e-30,0.002084389555960621,6.097241399647845e-22,0.003243722482825169,1.4892221506208645e-06,0.010222162532919988,1.066612180676197e-26,0.01456453177713881,1.9236239013534447e-25,4.776671506990578e-25,9.031927059247836e-35,0.059472543921807876,1.8342862473944807e-25,3.185789695231357e-20,1.0035191102127833e-26,1.5528929570964196e-32,3.291920926297583e-22,0.005341909890291358,1.7624144033594876e-24,0.0015037551576689828,2.555424985609189e-27
1.575351794894943e-33,9.094735233864374e-24,0.016477571310641648,1.3526039816278195e-32,0.022663786143369526,1.525336006350546e-21,0.027640542532786087,2.0736412289460872e-07,0.04406065410659842,1.048840735669279e-37,0.006675276796023512,2.0206435922002717e-23,0.0137185292903096,1.6934603467870384e-06,0.037555162988441124,7.88705702350884e-30,0.02843053335823906,2.845823966268682e-25,0.011787823049977983,1.8954415131953717e-41,0.08718243642178,8.133567311464753e-26,0.027910147316923,6.900888083224115e-27,0.06307315037770606,3.9047696717327446e-22,0.04628120011387669,5.1819878448923095e-24,0.022885254572897085,1.187242407927253e-26
1.3308941203461705e-39,2.128965211422696e-23,0.09726271727959537,3.71971925124124e-33,0.0676879240818953,0.0118000734842684,0.11064906591650586,5.679052991526861e-05,0.09729522412470468,3.6114336782120876e-32,0.16284088512308253,6.533858132345062e-29,0.13876380209600744,1.023036254464896e-06,0.09256233122350126,2.9282845140503853e-23,0.11926092764072505,3.857965616328914e-26,0.025067696202031916,3.8645304824019267e-35,0.05282937335813674,4.88921136284252e-26,0.11410392592307968,7.044669302367137e-34,0.06379826160676563,1.2513251714150656e-21,0.08619333793619881,1.2194954405216512e-29,0.154523109412684,1.2882110908210767e-25
3.5277211097494424e-35,6.5805692769349225e-24,0.1841594575247138,7.878764051865714e-35,0.1919724375739577,2.305296748073849e-20,0.03823628813558744,1.8596547023718768e-05,0.13839071309452775,1.573249267128154e-34,0.0648506044317484,5.859286714069901e-22,0.15362884698766144,5.098194735952974e-07,0.17873975884129434,4.1708044859112596e-22,0.15440444952415172,2.4575020706444477e-27,0.200202637885414,1.4939042157835653e-32,0.00028196315048197436,1.1267529494935094e-26,0.1290658929484377,2.1846714619377368e-26,0.17690587526176188,2.749451934643895e-21,0.08007779628615534,1.4572020758431148e-29,0.0318937873450609,1.8439251631505654e-24
4.2322983675997895e-37,9.0251387323843e-24,0.08879086703337116,4.711018244669342e-37,1.163948856267053e-24,1.1328882420293428e-22,0.060158664039153174,4.1687873806717134e-11,0.0693363824178169,3.938225347096775e-36,0.020060936990886107,3.5307177223709644e-22,0.10110989415940305,6.108696418139927e-12,0.08453940068411735,2.5319533836726254e-24,0.022715366079318598,1.5060795298837009e-28,0.06749071698682538,5.996754565816549e-32,4.043569376961531e-05,1.7090214825475158e-28,0.1288572814925761,3.2568559020182554e-26,0.07003000890948224,7.452888740634866e-21,0.032314598131905334,2.4082099111737696e-22,0.03699873683662948,1.3180839430531366e-23
4.43099654833556e-38,9.285711593463315e-23,0.0012891185655710751,1.3789960635833938e-38,0.02604036836102077,6.749185164634196e-24,0.035364376360733106,0.0001369443750542302,0.004500998585752001,7.0240899398429536e-37,6.986894193032584e-12,1.8240985012618517e-22,0.012751306182961476,2.077722234905255e-06,0.0194774858992392,3.5900608358629283e-25,0.02759391925514772,5.019051119752486e-34,3.74728558024566e-20,5.515232149646011e-33,2.3887649799401207e-05,3.8190614221921786e-28,0.0406776551263363,1.7940742713531268e-27,4.3617953154278056e-36,4.144420059876216e-21,0.02150103958259814,9.605506099478627e-22,1.3544245832711628e-08,3.5830858879763355e-24
2.989011803488611e-38,3.6020834125569764e-22,0.00099984211072734,1.814607417644337e-39,0.00424861278458219,1.2499196838740356e-24,0.008084789079454058,0.0001155414339238935,0.038763891172872524,5.455710063357726e-38,0.03171913547772021,1.3872842088217218e-22,0.010831042702871276,1.4301068913000195e-06,0.0006106022236552451,1.3572897112798484e-24,0.0009739508138805232,1.9791701381120234e-27,1.6622338340799738e-26,6.41910029129574e-33,2.4817832404341582e-14,1.2341473134797302e-28,1.2715772920435155e-31,0.004019068402175972,2.403177932974687e-37,3.9144809161977286e-21,0.006039095965972541,5.940959954694218e-22,0.013245303107415198,5.589625084762539e-24
1.8856757756584192e-38,6.579639469006622e-30,0.005600904191037759,5.044910677941734e-39,9.629762192879079e-39,4.187467204761355e-28,0.007726153690486147,5.035018558485394e-10,1.0409360835098418e-06,7.013057124669754e-37,9.361943513855041e-11,7.093216536138649e-30,6.47443044848073e-10,6.097195272189966e-06,0.00048541936991884947,1.1014191730196584e-24,0.000809125069465587,2.0526004211857435e-27,5.889806494736817e-25,1.2560957212696945e-36,1.9403723028966553e-05,5.801048897895552e-29,0.010064663186534279,6.680961548929766e-26,1.1134665951692503e-44,3.81255353023133e-21,4.5817562830783644e-23,4.499148231064745e-22,0.007721959189169366,8.34331378451836e-28
3.6868395377844753e-34,2.618557795229593e-28,0.00018076473884857984,3.368925178148747e-29,6.262967013152697e-25,4.5084603056007995e-23,0.011709338320847152,8.121023860245797e-05,0.008464061181764855,2.8351460113613557e-35,0.0014702639476857505,1.661507503720501e-24,0.00352857560667538,1.2522618730881379e-08,0.0005962044723461746,1.1769264243658256e-32,0.0023602107825962206,1.6645288926024198e-25,1.0743237064404036e-24,1.7191748732471109e-35,0.024470927605789998,2.9119939964808894e-25,9.428275747649384e-20,3.585673847612236e-27,1.083855215026294e-31,9.74310265602867e-22,4.5001732798240526e-20,2.1822276855518942e-28,0.002631882240820857,4.438751674437878e-27
3.5647067078833714e-35,1.4538196545122222e-26,0.005055783815922685,7.45464324511818e-30,0.009429608721706199,3.097392687301283e-20,0.009141043876349784,6.143136996642683e-05,0.010448291659107548,2.3587248650662067e-31,0.0014223693603853116,5.516841011822102e-22,0.0090670878547346,1.2623192227318418e-05,2.479385670089417e-05,4.520310594610924e-27,0.010219208071302367,1.7241423793565928e-25,2.4653745842490754e-30,1.540939672377595e-36,0.04227875257208992,1.0923139031770283e-24,0.013868835190245456,8.12744301899889e-28,0.007744363248589207,3.3652496048453344e-21,7.062689349997615e-21,3.988648901681646e-24,0.0061032063037643695,9.708756283288664e-27
3.026367926236244e-36,1.1468310448780282e-20,0.05881926725584701,4.356506248338345e-35,4.6393657081409066e-14,9.608089467087501e-22,0.033680788201939246,9.891444180271023e-05,0.039730744922603575,1.5560566502202103e-31,0.051086936951415564,1.4501257838567967e-24,0.017749201049968393,2.4507629720389577e-05,0.027298490036448953,5.348558230901413e-26,0.014817060010002213,7.598845669839767e-28,0.03143098420147569,7.543690244534273e-36,0.08322406066508328,1.2244959048420235e-25,7.591840478807149e-28,7.872745701402833e-28,0.008593971316889862,1.6330940723155733e-21,0.037463142476346106,2.696122582319048e-23,0.04180083043419498,1.4192387867109411e-27
2.1041586510956324e-16,5.53446922999198e-18,0.00044942658053116204,1.050864393993564e-15,0.14518452109325916,0.2728803247906393,0.07634191649016142,0.0003154705107586735,0.015302177332505454,0.32668827434394193,0.0818125083262988,9.453019012370241e-23,0.044830390421604235,8.331238294315029e-10,0.03465655561226608,0.10977261872821151,0.06640953548301164,0.2162431907487636,0.12309993874038763,5.427705393807887e-36,0.03261741784316272,0.24873937157455542,0.0650340672985819,2.6771281535480146e-28,0.04579275936194141,4.523438643526945e-22,0.09496197742899373,3.8962494962662684e-27,0.11007312884183974,6.48779298791975e-26
0.960474342242477,0.9898252820017301,0.05572920021058353,0.8705384721377698,0.14344813901422235,0.7042545482302219,0.03517017522080288,0.852066916207029,0.029340754683452604,0.5823317161041176,0.0599625944361061,0.8845972026998341,0.08707488017622368,0.8288727074509378,0.028932577861750707,0.7585956539218761,0.09967484495363378,0.7181348194851925,0.07389918719261229,0.6716006947358454,0.00036424692111211023,0.694260343625986,0.06717214605254618,0.7213696176586456,0.10863472866908373,0.7433462496183522,0.10975483907913788,0.7991613563459545,0.058742995382184846,0.7553873988183957
2.5452073221185393e-33,1.329230625297405e-28,0.10445020536048882,1.8539118952670288e-38,0.08761827268778488,2.9633893937916863e-25,0.07577253471271717,0.018993241212686373,0.0009891258454851946,3.2580117549070623e-37,0.03863291331356398,0.041400589111665206,0.005339083412072273,0.08891147927412003,0.07992662376605908,2.988860188092861e-29,0.07298817548747737,1.4952131547804058e-28,0.03626947558119694,0.20825359319052592,0.00012628250191075847,1.256411984019536e-33,0.05648872035486642,0.17871847799561744,0.006420739444364772,0.17006262704660263,0.0895662827358111,0.13874068926149016,0.02135432960943929,0.18949005790625867
2.2608095392067725e-56,1.0863878071175269e-29,0.01623994157935773,3.248015605147914e-42,0.017465494402802616,5.496229595800773e-30,0.032356325652073775,1.397878840319862e-10,0.01878286323454718,9.666116437474407e-43,0.0007122219117350609,3.19453374555332e-22,0.015242153387634258,2.1387112452736574e-09,0.03192437475708492,1.9437967464071377e-25,0.034342647782006006,6.808938441214283e-36,0.05682259545043854,3.657433042792406e-33,3.012876812288554e-05,1.2993064406382396e-27,3.89876211836706e-23,1.9329158038706698e-26,0.057860173956389455,1.5385683396566992e-27,0.03999403658659711,2.679127037456965e-19,0.03215774955084002,1.409255657170727e-23
6.767678220370379e-40,8.219040008440948e-24,0.004220805998612154,4.168724443666536e-40,0.001540839216164471,5.78078775112058e-25,0.01920332460425191,0.00014502199649492283,0.002950042692480166,2.315681585537447e-38,0.028438499444514133,5.872258711240919e-22,0.010554266050700438,2.927490425902158e-07,4.2714284927165754e-15,5.5202396898562735e-25,8.70368740326759e-15,2.8451126428215394e-27,3.7184282677846914e-30,1.0824544918252567e-32,2.229827581824944e-05,8.03430772137307e-30,3.727432433901965e-23,2.3310554890375428e-23,3.6066049383426513e-56,9.716858819600864e-22,0.0015013797017333617,0.004985943164669514,0.004857709694847997,4.128122996043106e-24
