filename,PRD_MALM_11_080622,PRD_MALM2_11_080622,PRD_MALM_12_150622,PRD_MALM2_12_150622,PRD_MALM_13_150622,PRD_MALM2_13_150622,PRD_MALM_14_220622,PRD_MALM2_14_220622,PRD_MALM_15_220622,PRD_MALM2_15_220622,PRD_MALM_16_230622,PRD_MALM2_16_230622,PRD_MALM_17_230622,PRD_MALM2_17_230622,PRD_MALM_18_290622,PRD_MALM2_18_290622,PRD_MALM_19_290622,PRD_MALM2_19_290622,PRD_MALM_20_050722,PRD_MALM2_20_050722,PRD_MALM_21_050722,PRD_MALM2_21_050722,PRD_MALM_22_070722,PRD_MALM2_22_070722,PRD_MALM_23_110722,PRD_MALM2_23_110722,PRD_MALM_24_110722,PRD_MALM2_24_110722,PRD_MALM_25_120722,PRD_MALM2_25_120722
28,1.748523829045775e-41,7.512297477682509e-28,5.6012676016054234e-11,4.41435329274351e-28,4.6268037090353484e-11,1.5551740596742541e-30,3.30649044108999e-36,1.0566891526730295e-21,1.4019622267140315e-28,1.319723302120908e-20,0.00034771757785551836,4.415504214024563e-33,5.650784006655086e-41,5.221693638325997e-10,1.5585376960282529e-28,1.888127182212995e-26,9.522929071336636e-13,0.0002581591066347656,2.4645329831616797e-05,5.8294728192311374e-21,0.0002745093114551454,2.0573890443957454e-24,0.004334139619001128,4.052270642695355e-24,0.0015573814999315049,7.188373986084495e-22,2.3130941926806383e-07,1.3853515874171876e-27,0.0016884852134302782,2.6563606668460066e-23
29,1.7035650828003728e-41,6.800457339647148e-28,2.2783595196358352e-12,0.006021133594326271,0.0001775706671871088,1.1535763542014022e-25,6.052984795947272e-36,0.00785407004786268,0.059142997775770575,0.06240905904166302,0.023317450611627447,0.003414455606056481,0.020501344801880608,0.005581783428919705,4.969465612342157e-29,2.8926217292613787e-27,4.668994177078368e-05,0.0003471526453882534,2.4699349084391874e-05,2.7951829870496705e-21,0.09414888384125378,0.062018026999621965,0.007160552929907159,0.035137469164197827,0.003892882070472511,0.028126221155472173,0.013810548987872883,0.010775001136381416,0.006467637190197356,0.01294428384282503
30,1.6014540763443388e-41,1.3354021414150412e-27,3.844065363845258e-06,1.9421306310401556e-29,0.00014991548823910618,2.4091090823204126e-25,1.167474785396822e-37,6.374676624968627e-24,0.005630241149428448,2.303247438624812e-24,0.00018124480449219346,5e-324,6.477716108765128e-39,5.0668414049580424e-11,6.154491610012174e-30,1.967211173030105e-27,2.7006553954435632e-05,4.047188430978057e-11,3.506013720057429e-05,9.624745976504493e-24,0.003148003648115262,2.0676563649000364e-24,0.00018298851582120116,4.058042118126743e-40,4.3933694256109036e-06,6.866722881185594e-31,0.0028296603077414555,0.006459215035389873,0.0006170777872347644,0.0023261347802949967
31,2.684241872867144e-41,4.855334991788952e-27,3.1740071734920885e-05,3.0345232617942677e-30,5.7648225127614895e-05,9.445627547158286e-25,6.634611939396028e-46,2.391715404340927e-26,6.404508784795041e-26,1.3429893629709976e-22,0.0005926177934438395,1.0122593978713934e-46,7.89142034740034e-35,0.000931760426536914,3.362696715609892e-30,1.9695870544350556e-28,0.0002809453593768112,2.3270003323567734e-07,5.1575665150982355e-05,2.2913420052678693e-25,0.01640105063257515,6.536382037597312e-25,0.0012894487618930037,0.007697354434851847,0.001612861588779772,0.019090742356494616,0.02327324906998179,0.03715495790748488,0.015592319807271424,0.03385773060265969
32,1.2535876483662017e-40,2.3959440184070044e-26,9.480795758471087e-05,3.034891338462869e-30,5.6043882243892076e-05,8.959280211325762e-24,9.109247107525288e-40,2.9350263102879136e-26,1.158217499963877e-25,2.192559399370027e-23,0.0019851164346699414,3.199366868369317e-36,1.8494124341741082e-53,0.0018348406132055336,1.47128429495238e-29,1.5217390393911038e-28,0.0012554438571032182,0.013882507236863772,5.0485229731238775e-05,5.330067720320881e-25,0.0021546949096947223,7.223648396248263e-28,0.0017613562904035677,0.006108320737657689,0.0017035748670566322,7.828477219364162e-21,0.016356681862599316,6.280397051890031e-22,0.012979412725665608,1.161004551981851e-23
33,2.2510987698983363e-39,2.148603792108311e-25,0.0011585679114745674,0.0041217088773302804,3.162973949996722e-06,1.640538378339884e-22,7.112214304833548e-41,7.056894805806532e-23,2.311926290975825e-28,1.5136298722657642e-24,0.0005175816246624023,4.8290094897800424e-39,0.007170547119064419,0.0030868086944733936,8.806260195481232e-28,1.5833605338568217e-29,0.008113043469351058,0.005279791040871947,8.714381707477328e-05,2.1397999224010423e-21,0.05840420965499425,2.0012657810101078e-29,0.00020475719567095605,2.1050411206479817e-33,0.0011773390784600843,1.8351192475325392e-24,0.0010466597661390887,6.2181553279121775e-27,0.00011323868342302492,2.0837688589040112e-26
34,4.460287278945003e-34,6.495652961089989e-24,0.0005560066668563396,0.007424673843943404,0.004397625875895193,2.0524744196323222e-22,1.932851473850531e-41,3.2484821948525305e-14,3.4067756132639835e-30,2.216946689044029e-25,5.00973712183891e-05,1.6526053676107843e-40,1.0281554526093033e-29,0.0001346490742537861,8.699045419440614e-28,9.493616504479587e-27,0.006041632500777816,0.0003213267810412342,0.00010012149654477731,0.005489878212332192,0.006587052550630847,3.1931233811255734e-30,6.451614751724398e-05,7.546181494019679e-34,0.0005387831505005794,2.887017770441958e-26,0.00021173447436421096,6.96338207542366e-29,6.44814043665536e-05,8.084943917882198e-29
35,6.062873698154991e-12,1.435279247824619e-22,0.00014690550032824272,6.373736399053311e-30,4.8530208651277914e-05,5.819918614539151e-23,1.05317943263549e-38,8.557202265984803e-22,6.736486727253331e-31,9.590300593783703e-26,1.6481217634004876e-05,3.493596758562138e-41,7.320580851924029e-33,4.072381691315551e-05,1.1308267642601796e-28,2.725654585961824e-27,5.252258468007644e-05,0.00012363609765028894,5.6401131025724386e-05,1.613893611827841e-25,0.053601376848197074,1.577265468841355e-30,3.3864197958863867e-05,2.009674733333708e-34,0.0003568582982200364,3.2033049059320144e-27,9.545420191122366e-05,1.2403346944452833e-29,2.5051993455294505e-05,6.215256920707231e-30
36,9.25704049269179e-34,8.94240037275183e-23,7.267175734001246e-05,5.419022580233892e-31,2.8087371366480245e-05,2.8077053916585525e-23,5.273925187026556e-39,1.1707826344246038e-24,3.4331464116815516e-31,1.070181474736392e-25,9.287030449041837e-06,2.096831518610473e-41,2.4737985495327727e-34,2.994175270159136e-05,2.6498855073189967e-29,1.1275559830378937e-27,3.7992285781535905e-05,0.00012160142478475327,4.712439800280851e-05,1.9043912716635893e-22,0.001252915749120878,1.2832039739557004e-30,1.7768734763663348e-05,1.1650802055579713e-34,0.00023830191465309947,1.599193064501149e-27,6.00498160121322e-05,9.288994844491611e-30,1.471575653418881e-05,4.168290742874583e-30
37,3.674551235318993e-41,1.4239337645625887e-27,0.000263184512996091,4.840617858940386e-29,0.00022854514544951498,4.716246170853965e-31,9.372484737694904e-40,3.054482800502925e-24,1.1556312116740565e-24,2.0681039775718927e-14,0.00040651791450858904,5.892982216103658e-32,1.6067476786542953e-33,0.0002781152102293075,1.2310088734551604e-28,3.987612207445844e-30,0.00012673355081740793,0.00044424955593484066,5.193565069728348e-06,2.6807947999043773e-21,0.0004639956135550573,1.0026720508341195e-39,3.712020738205942e-10,2.9218006468684346e-25,7.488316998525356e-09,1.7399909064014662e-26,0.0002153844419214411,2.2486625179076138e-30,6.373956380017768e-10,1.3064893862625243e-24
38,4.386150362201825e-41,1.4139135061552754e-27,1.6057608695853936e-05,5.6937485228265046e-30,0.00019792705408559224,1.8744009260568974e-25,6.322379210080834e-37,1.9769803241077816e-25,5.086375794551049e-26,4.07539555302336e-24,0.0001360695955366399,7.590454823059152e-35,9.647931980252904e-35,0.00019311919745212277,1.2509493926375033e-29,1.5137936756378648e-27,9.660002036392748e-05,3.533260431384845e-09,3.058461762244485e-05,3.3134522642788145e-22,0.0007959972030959078,4.8878755282034433e-26,0.00226867982387663,8.019756862158749e-23,0.0074784901437407545,0.00213105062479637,0.0018907193811844886,2.502742882568672e-32,0.0015169351044985826,1.382643411113788e-24
39,6.948498091350904e-41,4.451333461800944e-27,0.00011805287894185441,2.265310632975287e-29,0.0005856735907298297,9.201754433871517e-25,2.4850138396620227e-36,3.7886425248711635e-25,1.0087941207948539e-28,0.029076484395175975,0.000185830260379623,6.81431919312441e-46,2.650269199558822e-34,0.0003858117369867867,6.508746246950232e-29,2.6896200543375364e-27,0.00010440939951975861,0.0008648126116753203,0.0002827724711240614,2.342265939284493e-22,0.013367238824085007,0.0047276466462807,0.008084836825714684,0.008264135808173844,0.010826591607695618,0.009556575997900156,0.0052874547969308005,1.1032254626908635e-34,0.01076943066949269,8.228610490212579e-28
40,1.6319446740277478e-40,1.2862953442312704e-26,0.0002529279542674802,2.966708136230146e-28,0.0015142509428543655,2.3603130562643264e-23,1.0603133318301848e-35,1.0094350907122434e-23,0.020677591401560513,1.5465756032488968e-17,0.0059026288773358394,0.02229172243221879,0.006487066130740705,0.011103885859015986,6.528631898755317e-27,0.005108420594103628,0.0030043813995629313,0.009227730612379394,0.002898576039110069,0.013641429858815838,0.06281924339533572,1.3138669351669237e-24,0.029970964500274772,0.03167118197362706,0.04303895394622767,0.02808747322361751,0.008467864465732828,7.118640856649937e-33,0.020281151165099123,2.9965284245643903e-20
41,7.370818760883108e-40,5.863166692782383e-26,1.6024676520923e-12,8.9396683922408e-29,0.0005913590097136153,9.645357086407442e-23,9.721122196925225e-40,2.5311030243961248e-23,1.1372777707362264e-20,1.011378005078439e-22,0.015025446080417481,3.54621804944934e-32,1.3065961039809668e-25,0.008495419380407914,2.497471682385041e-29,1.5444102921077643e-24,0.015573276743102271,0.003688702434492728,0.0021647337286180377,0.006823513870706685,0.061301985492456156,2.854302653894686e-27,0.021002539086452467,1.6834212830024577e-44,0.02924968540058369,8.820533091284692e-22,0.02913907556516492,6.193850674607819e-26,0.019595591019955623,3.90592519074937e-23
42,1.4004173812202154e-38,6.795869928353272e-25,0.002047265641990699,0.010654469307035997,0.005358893105597532,9.128307909069464e-22,4.3628342605519267e-38,0.005930061140048593,1.4420819663582898e-26,7.776408025742923e-24,0.004707793776226737,9.189569685962072e-38,0.014378753880450106,3.7241234993494684e-11,0.0004348530414739316,0.010849981498136358,0.005135558635336775,0.0004056219111578088,0.01756471194707625,0.005100828969081909,0.03349923200628562,9.286549947897268e-29,0.014391009767400953,1.677197102994766e-32,0.004417921985431253,4.575789677538645e-24,0.005189624226755318,2.3867526910811113e-27,0.0033561370499512137,8.509477135802257e-26
43,8.674278666394443e-37,1.1539256211345936e-23,0.0017972832569026031,0.0019229631812712217,0.00046383829369160055,5.467196685547441e-22,0.004148547582776464,0.008228077580407275,2.5299325237149898e-28,1.5116525456669154e-24,0.0005250110521559057,1.8731567211923465e-39,5.0019150728314585e-06,0.00020117348249024504,2.0838775789893507e-18,7.396459027736925e-24,0.0005291578755838147,0.00016734348746755281,0.005005113134833021,6.589358753970501e-23,0.011787835479746373,1.8209649051370572e-29,0.0005904975761060067,4.184931070292182e-33,0.002418205316852464,1.3746745524126552e-25,0.0014450287018148793,1.6198398219325512e-28,0.00045512412001017004,1.254649204868128e-27
44,1.1522224561331273e-35,1.4315887277403327e-22,0.0009759266037863358,1.5311379050124396e-29,0.0021544541205373246,1.5328624304285074e-22,0.0018037093952448478,0.003264735026700427,2.3979114799080452e-29,5.830438440640574e-25,0.00013771934812960434,2.950326341491281e-40,7.445498551335904e-28,7.52934773628242e-05,5.6657239705765325e-25,1.2342108317085575e-24,0.0003828877213789048,0.00010002715415252492,0.008977870698811076,2.1333671382767877e-21,0.00810483673291331,8.385960077276078e-30,0.0001592357706779714,1.4013942430075913e-33,0.0011300787877528548,2.1339390354361573e-26,0.00043259450590305996,3.64235715419239e-29,0.0001282527389935427,9.716240585478768e-29
45,1.5250297211014094e-36,1.9720883968736428e-22,0.00038279733590962454,1.9784846246717863e-30,0.0002573261824417682,8.626335106086186e-23,1.435233201965327e-36,7.002777080403734e-23,7.092896624249047e-30,4.010749741433108e-25,5.9679463283586464e-05,1.473428306113788e-40,5.466755811874516e-32,6.087463960532523e-05,1.731490337472862e-27,7.15167760861562e-26,0.00018926154557006948,9.773311006542277e-05,8.433179710817558e-05,1.743951458343079e-21,1.1158066949834898e-10,6.373669207796218e-30,8.351295124590405e-05,9.17416770151162e-34,0.0007435744350629545,1.5451268135435302e-26,0.000183573986573356,3.085651455586461e-29,5.887321533261697e-05,6.256256734262781e-29
46,4.169192449043697e-41,3.336468059703447e-27,8.858314868078299e-10,2.6389985661779627e-29,3.226734379305864e-08,4.760761788757844e-25,7.666800642538749e-37,2.1714414897266748e-23,9.125794045868722e-24,6.435159449013938e-14,1.931182765906902e-06,8.384939048760426e-30,7.617322408831106e-32,0.00017096811557987016,2.6063162104901526e-29,5.526661539852714e-26,0.00017189818171868738,0.00047160707298869655,2.8393995236470408e-06,1.1186844306957953e-20,4.578074294727369e-11,1.4349690768841127e-25,0.002148108875926965,6.2067998764412e-28,0.0034971192763006216,1.6422151041660835e-22,0.0019892587635720726,2.5730537492218325e-30,0.0019022805577961995,2.0036591210880238e-25
47,6.966979617857661e-41,6.415725816069797e-27,0.004855275597217257,0.00631927256777323,0.00258867709595151,9.34354953150539e-25,3.0458077449929987e-32,0.003781797287940429,4.497150432301958e-24,0.00045027560650565167,0.0050083204156169065,6.100088559582412e-21,0.008072800733764584,0.0003240803952724619,1.0409739975470521e-22,0.004165303327337593,0.0007314630069054519,0.0006272909258051292,0.0012619021669622197,3.207157785423509e-21,0.023170328669281225,3.4784314942070746e-25,0.00489488587626793,3.0667951840668416e-27,0.0077216742034820415,5.489609706923272e-22,0.0028175458041613285,1.662126389673933e-30,0.002754462557844588,3.5609969814432903e-25
48,1.6908092202092459e-40,1.1418224653805651e-26,0.008333757400444284,0.019203625066185778,0.007406423829940723,1.7271274411938264e-23,0.0005324225253523449,0.01937981428465285,1.0334696937944745e-22,0.013386131002779383,0.007723555901714043,0.00264734854572885,2.1413461678519714e-29,0.0007018175456881124,1.1318653454805883e-18,0.013378417712585793,0.005389497588191951,0.0012002241103448211,0.0011756379799736528,0.009370281022254148,0.011070193817016738,5.518451360673065e-24,0.012548245088888346,1.0505450475224234e-27,0.017602964132130815,9.785112006231646e-21,0.007133224610218451,3.2276226569098056e-37,0.004656943701669957,8.792729241001614e-23
49,5.246529815049333e-40,4.0102776415360327e-26,0.0004744124563246916,0.003252855396238254,0.016609032398973562,3.054021186360802e-22,4.606768701467836e-43,0.0019402079157704952,0.007722921945531494,9.80917907624645e-22,0.013268719438779612,0.013141951093274727,0.0063808317285406705,0.0014077059600883985,0.01061066201214242,0.00650209682919841,0.01052711521873277,0.0016712975173556388,0.013413087997861577,0.00042302156510235785,2.2664216064283252e-11,1.7449681416244523e-26,0.005417235456146589,1.0997679514993774e-29,0.0019381539107156366,3.780030431995446e-21,0.022272380960651438,8.296124176942452e-29,0.015621056411783792,4.725069085615232e-23
50,2.4811669384253824e-39,2.1784909122456963e-25,0.024410354338725914,0.02912788412021518,0.014443319485161785,2.5274340290795944e-21,0.012132545968495124,0.020578496448097176,0.019483564596114597,3.321656400046539e-25,0.02220231063120858,5.4179899301284815e-34,0.02698193204322725,0.0014487801807833882,0.03674688901937889,0.017031791298581542,0.008722166473190398,0.0008483736475301172,0.0219124685821516,2.3101216005089055e-15,0.009587004013849846,5.024634302903081e-27,0.023418206739777212,5.408218641042843e-31,0.015663195915862405,8.911530108210517e-23,0.01524015466315247,2.4363363810191802e-26,0.03658629731288976,8.037634769522119e-22
51,1.5471349255067913e-38,2.637171965522771e-24,0.019561764254795867,4.9305363233890864e-33,5.94878236902905e-15,2.1800055683245514e-24,0.01868331318131899,0.013508167855480119,3.1455007694530587e-25,3.169289151437993e-23,0.0007743284908900841,4.637476603623842e-37,3.413536664173167e-30,6.25865803246315e-05,0.021757553851409935,4.29795999491153e-34,0.013253896889387603,0.0002625292159403675,0.012236756155161219,6.809550051415428e-23,0.009933070871968812,4.732950870693204e-28,1.5326754494208622e-14,6.742888327602068e-32,0.0028281310175566413,1.2566965253680193e-23,0.004814497226678356,3.026721854157366e-27,0.01333412934398724,2.2352767008924574e-24
52,2.5548092410071014e-38,2.813002849016906e-23,0.0060472630508267775,9.016253627132078e-31,0.01281979998411134,1.7525037258689635e-21,0.013845870539955498,2.415359357681047e-22,2.889102374444271e-26,7.27311185928733e-24,0.002670004655551678,8.585964766291178e-39,0.005784297422539059,0.00020834901536015646,0.010877648658500072,3.6311872024436436e-22,0.004669467573668452,0.00015016710951545943,3.189531799458108e-05,5.033147329132955e-21,0.009537911362786587,1.2053249461947432e-28,0.0009428738839780788,2.945948122645189e-32,0.007864126819156119,1.0456314105145425e-24,0.0022649050345534935,4.341755408628816e-28,0.001971152266195802,3.695994436153111e-26
53,1.5682006171308023e-38,2.139555173572032e-22,0.008062307555759795,2.429124369503549e-31,0.0029872887404028396,2.412216670310779e-22,0.0012591067251639311,8.955158125277789e-26,4.934211024969467e-27,3.2604999238289304e-24,0.0016679179556530347,1.5343533768428328e-39,0.007878700423934508,8.263423348438525e-05,0.010051178935276711,2.4340690756541857e-21,0.0025968584164123734,9.15218603851617e-05,0.008007445465679714,0.0016565066977891794,0.00669207078709429,6.671309730625695e-29,0.0025183947491155723,1.5317652357846203e-32,0.0032471612062534073,3.005875778143418e-25,0.001679132984623199,1.5093070010275558e-28,0.0164413936926904,3.357955202684614e-27
54,1.116707245419581e-38,1.9860866705279173e-22,0.0012783017095993078,1.3652766096985004e-31,0.0011009313282097225,1.3296069277264134e-22,9.397978726460189e-34,2.2209341516837023e-23,3.01900744871299e-28,3.2252010689351216e-24,0.0003770859408060018,8.118468350927735e-40,2.8845108326377557e-30,7.294566479379766e-05,6.9171787428165e-26,3.6238421649700425e-24,0.0008110612020085767,9.649412801229113e-05,1.436988720121206e-07,1.0248043304114e-20,0.0032869203623849754,4.297279223815172e-29,0.0003818283659403748,9.019341871196879e-33,0.0019286093797021492,1.6019472126921358e-25,0.0004367049825611226,1.0904740003945445e-28,1.7681356512486974e-05,1.3219260906120167e-27
55,2.6117500033876215e-42,7.607638442815556e-28,1.4291850162852916e-06,1.3588612356324613e-33,9.96841790118139e-09,1.361385680477958e-24,1.7813246717742503e-36,5.509292611818388e-26,3.8656822745038293e-25,4.1768776320871964e-17,5.262847420775301e-05,1.3512044060834984e-32,6.990458054750189e-35,6.271789920016463e-05,7.356412843988502e-29,5.166754338742717e-25,4.800509607149312e-07,0.0003991043089301866,5.475482905663775e-09,1.4289162149664934e-21,0.017773300894085783,2.2907602943481083e-25,0.006921649486041481,3.73337081052797e-30,0.002963805793563507,1.8954520493994182e-23,0.001085639424375027,3.741739166566417e-30,0.0026107441580536205,2.264882367168514e-25
56,2.3007594953312543e-41,3.6679579998771855e-26,0.02319078165228231,0.016308659667986728,0.016193379568437114,4.498134210028689e-24,0.01945395531814975,0.0045834425628694005,2.786067090447271e-17,7.538983110674331e-16,0.009620477249123065,5.05605799789279e-32,0.008292195408224807,8.182350017465294e-05,0.019532890556554282,1.323824958193864e-22,0.011662708359659293,0.0005023184944379148,0.015440092428376538,4.843702066213691e-21,0.005583794982897534,3.32911075213017e-25,0.0061110793691047565,1.93218018890988e-30,0.006740795730277295,1.9465543528364512e-23,0.001995069775659331,8.042311685917706e-30,0.004695521594219125,1.3529152495302925e-24
57,1.9410679370198303e-40,5.297393841183725e-26,0.02658953737904393,0.00914778717345082,0.00974660394241999,3.6408008635574047e-22,0.034370835985459584,4.428054354275056e-19,0.028581514249425736,5.997718976436523e-18,0.027984545513883616,1.6029196296075027e-32,0.04785932955467564,0.00025254346581826426,0.03600343433737533,1.0293453062642601e-18,0.02275603400125469,0.0011874653124177208,0.038464881506026394,6.740394003569788e-20,0.007486345787698128,1.3323321875614208e-24,0.024249201621323685,1.3771384636832466e-29,0.009964468536007765,1.7055394432904033e-21,0.006390122721863784,8.4127045162617e-31,0.025985392575315604,1.6920670132714965e-22
